xstr ystr
-0.51592500 1.55548584
-0.51361838 1.53533177
-0.51006742 1.51533340
-0.50531852 1.49556167
-0.49942581 1.47607932
-0.49244887 1.45694022
-0.48445054 1.43818940
-0.47549503 1.41986337
-0.46564630 1.40199074
-0.45496686 1.38459312
-0.44351686 1.36768592
-0.43135350 1.35127932
-0.41853068 1.33537910
-0.40509881 1.31998739
-0.39110480 1.30510336
-0.37659214 1.29072380
-0.36160106 1.27684359
-0.34616870 1.26345611
-0.33032934 1.25055355
-0.31411463 1.23812720
-0.29755381 1.22616763
-0.28067393 1.21466494
-0.26350009 1.20360885
-0.24605564 1.19298896
-0.22836236 1.18279497
-0.21044068 1.17301701
-0.19230985 1.16364624
-0.17398815 1.15467574
-0.15549299 1.14610219
-0.13684105 1.13792880
-0.11804811 1.13017066
-0.09912826 1.12286477
-0.08009141 1.11608899
-0.06093635 1.10999694
-0.04163451 1.10487642
-0.02210603 1.10121614
-0.00224658 1.09966853
0.01786049 1.10068541
0.03781651 1.10402217
0.05733222 1.10894668
0.07641191 1.11484744
0.09515090 1.12138751
0.11362648 1.12840442
0.13188493 1.13582298
0.14994999 1.14361028
0.16783101 1.15175435
0.18552835 1.16025387
0.20303648 1.16911306
0.22034586 1.17833906
0.23744401 1.18794046
0.25431612 1.19792657
0.27094536 1.20830696
0.28731309 1.21909119
0.30339890 1.23028865
0.31918056 1.24190847
0.33463404 1.25395937
0.34973328 1.26644959
0.36445020 1.27938679
0.37875444 1.29277787
0.39261325 1.30662883
0.40599132 1.32094452
0.41885064 1.33572841
0.43115034 1.35098223
0.44284659 1.36670557
0.45389256 1.38289542
0.46423848 1.39954563
0.47383176 1.41664625
0.48261729 1.43418287
0.49053795 1.45213585
0.49753529 1.47047957
0.50355058 1.48918174
0.50852597 1.50820270
0.51240616 1.52749507
0.51514012 1.54700354
0.51668312 1.56666515
0.51699875 1.58640994
0.51606079 1.60616215
0.51385488 1.62584196
0.51037952 1.64536749
0.50564657 1.66465723
0.49968093 1.68363233
0.49251956 1.70221886
0.48420987 1.72034962
0.47480771 1.73796548
0.46437515 1.75501616
0.45297827 1.77146042
0.44068506 1.78726585
0.42756369 1.80240823
0.41368104 1.81687068
0.39910163 1.83064270
0.38388684 1.84371913
0.36809445 1.85609915
0.35177842 1.86778541
0.33498879 1.87878320
0.31777179 1.88909975
0.30016996 1.89874362
0.28222242 1.90772424
0.26396508 1.91605154
0.24543097 1.92373554
0.22665045 1.93078619
0.20765153 1.93721313
0.18846009 1.94302555
0.16910017 1.94823205
0.14959416 1.95284058
0.12996303 1.95685838
0.11022654 1.96029188
0.09040340 1.96314675
0.07051148 1.96542779
0.05056792 1.96713897
0.03058935 1.96828340
0.01059199 1.96886331
-0.00940820 1.96888008
-0.02939538 1.96833421
-0.04935367 1.96722531
-0.06926704 1.96555214
-0.08911918 1.96331259
-0.10889334 1.96050367
-0.12857216 1.95712157
-0.14813759 1.95316160
-0.16757066 1.94861828
-0.18685131 1.94348530
-0.20595827 1.93775561
-0.22486879 1.93142143
-0.24355848 1.92447433
-0.26200105 1.91690531
-0.28016810 1.90870491
-0.29802885 1.89986337
-0.31554987 1.89037079
-0.33269484 1.88021739
-0.34942426 1.86939383
-0.36569518 1.85789154
-0.38146104 1.84570324
-0.39667145 1.83282348
-0.41127213 1.81924930
-0.42520491 1.80498105
-0.43840803 1.79002327
-0.45081647 1.77438570
-0.46236271 1.75808430
-0.47297773 1.74114234
-0.48259244 1.72359135
-0.49113937 1.70547189
-0.49855480 1.68683399
-0.50478106 1.66773720
-0.50976886 1.64825000
-0.51347959 1.62844862

0.01000000 1.20000000
0.02998676 1.20245564
0.04961672 1.20710427
0.06870065 1.21352478
0.08718151 1.22131925
0.10507446 1.23019068
0.12241451 1.23994054
0.13923171 1.25044237
0.15554344 1.26161734
0.17135368 1.27341721
0.18665440 1.28581315
0.20142706 1.29878870
0.21564389 1.31233510
0.22926869 1.32644812
0.24225735 1.34112575
0.25455802 1.35636639
0.26611123 1.37216715
0.27684989 1.38852229
0.28669935 1.40542148
0.29557775 1.42284800
0.30339659 1.44077665
0.31006201 1.45917154
0.31547668 1.47798380
0.31954280 1.49714939
0.32216599 1.51658737
0.32326041 1.53619907
0.32275455 1.55586860
0.32059720 1.57546508
0.31676287 1.59484694
0.31125549 1.61386782
0.30410961 1.63238366
0.29538885 1.65025966
0.28518166 1.66737633
0.27359518 1.68363348
0.26074846 1.69895205
0.24676592 1.71327379
0.23177176 1.72655932
0.21588594 1.73878527
0.19922140 1.74994103
0.18188265 1.76002560
0.16396524 1.76904469
0.14555597 1.77700839
0.12673346 1.78392918
0.10756905 1.78982048
0.08812776 1.79469549
0.06846928 1.79856642
0.04864901 1.80144381
0.02871904 1.80333619
0.00872903 1.80424978
-0.01127286 1.80418829
-0.03123911 1.80315286
-0.05112198 1.80114203
-0.07087269 1.79815180
-0.09044054 1.79417573
-0.10977201 1.78920515
-0.12880989 1.78322949
-0.14749227 1.77623669
-0.16575163 1.76821387
-0.18351382 1.75914818
-0.20069718 1.74902798
-0.21721174 1.73784435
-0.23295876 1.72559310
-0.24783063 1.71227719
-0.26171159 1.69790971
-0.27447929 1.68251711
-0.28600778 1.66614269
-0.29617184 1.64884963
-0.30485284 1.63072323
-0.31194573 1.61187143
-0.31736633 1.59242314
-0.32105794 1.57252394
-0.32299585 1.55232955
-0.32318893 1.53199783
-0.32167798 1.51168069
-0.31853104 1.49151713
-0.31383699 1.47162837
-0.30769843 1.45211545
-0.30022494 1.43305893
-0.29152748 1.41452037
-0.28171419 1.39654470
-0.27088748 1.37916317
-0.25914231 1.36239630
-0.24656530 1.34625670
-0.23323447 1.33075169
-0.21921934 1.31588570
-0.20458111 1.30166259
-0.18937301 1.28808804
-0.17364044 1.27517231
-0.15742094 1.26293366
-0.14074386 1.25140297
-0.12362957 1.24063026
-0.10608835 1.23069403
-0.08811903 1.22171440
-0.06970891 1.21387011
-0.05083840 1.20741611
-0.03149907 1.20268842
-0.01173630 1.20006548
0.00829048 1.19985005
0.02829443 1.20210280
0.04796435 1.20657992
0.06709872 1.21286558
0.08563127 1.22055527
0.10357348 1.22934282
0.12096001 1.23902229
0.13782178 1.24946214
0.15417736 1.26058029
0.17003184 1.27232641
0.18537815 1.28467036
0.20019861 1.29759483
0.21446623 1.31109057
0.22814553 1.32515305
0.24119307 1.33978020
0.25355772 1.35497042
0.26518069 1.37072104
0.27599557 1.38702663
0.28592842 1.40387737
0.29489800 1.42125720
0.30281641 1.43914178
0.30959021 1.45749630
0.31512233 1.47627315
0.31931487 1.49540977
0.32207298 1.51482684
0.32330985 1.53442731
0.32295243 1.55409684
0.32094746 1.57370579
0.31726693 1.59311340
0.31191198 1.61217352
0.30491439 1.63074161
0.29633525 1.64868181
0.28626092 1.66587307
0.27479708 1.68221336
0.26206194 1.69762169
0.24817961 1.71203796
0.23327448 1.72542119
0.21746698 1.73774668
0.20087075 1.74900279
0.18359106 1.75918773
0.16572428 1.76830672
0.14735794 1.77636952
0.12857139 1.78338846
0.10943655 1.78937692
0.09001898 1.79434816
0.07037879 1.79831451
0.05057172 1.80128669
0.03065011 1.80327343
0.01066377 1.80428118
-0.00933905 1.80431390
-0.02931083 1.80337297
-0.04920393 1.80145720
-0.06896974 1.79856282
-0.08855779 1.79468362
-0.10791494 1.78981114
-0.12698439 1.78393498
-0.14570479 1.77704321
-0.16400923 1.76912300
-0.18182431 1.76016144
-0.19906919 1.75014671
-0.21565480 1.73906954
-0.23148333 1.72692514
-0.24644808 1.71371566
-0.26043410 1.69945298
-0.27331966 1.68416206
-0.28497902 1.66788431
-0.29528669 1.65068074
-0.30412311 1.63263432
-0.31138155 1.61385070
-0.31697542 1.59445674
-0.32084495 1.57459654
-0.32296206 1.55442508
-0.32333222 1.53410033
-0.32199307 1.51377510
-0.31901013 1.49358994
-0.31447045 1.47366800
-0.30847548 1.45411241
-0.30113433 1.43500578
-0.29255803 1.41641150
-0.28285511 1.39837607
-0.27212866 1.38093201
-0.26047442 1.36410080
-0.24797989 1.34789574
-0.23472396 1.33232456
-0.22077701 1.31739189
-0.20620108 1.30310150
-0.19105022 1.28945875
-0.17537064 1.27647324
-0.15920072 1.26416215
-0.14257069 1.25255472
-0.12550194 1.24169850
-0.10800589 1.23166833
-0.09008266 1.22257905
-0.07172067 1.21460215
-0.05290054 1.20798370
-0.03361106 1.20305169
-0.01388884 1.20018412
0.00612139 1.19970009
0.02614374 1.20169283
0.04586219 1.20594797
0.06505984 1.21205848
0.08365801 1.21961232
0.10166292 1.22829165
0.11910851 1.23788086
0.13602675 1.24824169
0.15243766 1.25928773
0.16834777 1.27096588
0.18375125 1.28324425
0.19863152 1.29610443
0.21296256 1.30953647
0.22670981 1.32353549
0.23983071 1.33809923
0.25227498 1.35322617
0.26398469 1.36891383
0.27489432 1.38515718
0.28493076 1.40194700
0.29401361 1.41926803
0.30205568 1.43709700
0.30896411 1.45540039
0.31464214 1.47413218
0.31899182 1.49323161
0.32191775 1.51262136
0.32333196 1.53220645
0.32315954 1.55187443
0.32134472 1.57149731
0.31785639 1.59093536
0.31269222 1.61004276
0.30588053 1.62867447
0.29747917 1.64669336
0.28757187 1.66397645
0.27626240 1.68041943
0.26366783 1.69593890
0.24991186 1.71047245
0.23511906 1.72397705
0.21941043 1.73642628
0.20290046 1.74780718
0.18569539 1.75811698
0.16789258 1.76736022
0.14958055 1.77554624
0.13083951 1.78268715
0.11174218 1.78879629
0.09235476 1.79388698
0.07273793 1.79797167
0.05294788 1.80106132
0.03303724 1.80316491
0.01305607 1.80428916
-0.00694729 1.80443833
-0.02692529 1.80361412
-0.04683038 1.80181563
-0.06661415 1.79903941
-0.08622642 1.79527954
-0.10561446 1.79052782
-0.12472198 1.78477405
-0.14348828 1.77800647
-0.16184721 1.77021233
-0.17972625 1.76137866
-0.19704554 1.75149344
-0.21371711 1.74054699
-0.22964427 1.72853386

0.01000000 1.30000000
0.02990476 1.30314751
0.04917538 1.30916805
0.06748554 1.31758951
0.08468280 1.32794149
0.10071827 1.33985313
0.11557697 1.35306203
0.12923874 1.36738900
0.14166169 1.38270962
0.15277667 1.39893142
0.16248638 1.41597631
0.17066653 1.43376645
0.17716888 1.45221173
0.18182685 1.47119794
0.18446523 1.49057578
0.18491509 1.51015201
0.18303445 1.52968546
0.17873240 1.54889134
0.17199176 1.56745634
0.16288265 1.58506354
0.15156112 1.60142127
0.13825229 1.61628739
0.12322375 1.62948203
0.10675810 1.64088725
0.08913160 1.65043714
0.07060151 1.65810356
0.05140137 1.66388213
0.03174196 1.66778054
0.01181544 1.66981018
-0.00819882 1.66998056
-0.02812775 1.66829638
-0.04779800 1.66475660
-0.06702932 1.65935546
-0.08562845 1.65208555
-0.10338362 1.64294322
-0.12006079 1.63193687
-0.13540302 1.61909845
-0.14913503 1.60449775
-0.16097557 1.58825768
-0.17065873 1.57056674
-0.17796262 1.55168262
-0.18273909 1.53192182
-0.18493460 1.51163447
-0.18459383 1.49117050
-0.18184463 1.47084810
-0.17687064 1.45093377
-0.16988155 1.43163682
-0.16108836 1.41311571
-0.15068651 1.39549111
-0.13884642 1.37886156
-0.12570923 1.36331982
-0.11138600 1.34896955
-0.09595916 1.33594321
-0.07948709 1.32442175
-0.06201464 1.31465542
-0.04359654 1.30697837
-0.02434258 1.30179744
-0.00448358 1.29951960
0.01558380 1.30039952
0.03535586 1.30438531
0.05438487 1.31112078
0.07239713 1.32011824
0.08927752 1.33093033
0.10499246 1.34321809
0.11952837 1.35674544
0.13286027 1.37135126
0.14493919 1.38692220
0.15568844 1.40337156
0.16500338 1.42062290
0.17275306 1.43859655
0.17878380 1.45719735
0.18292579 1.47630309
0.18500395 1.49575386
0.18485447 1.51534423
0.18234655 1.53482113
0.17740675 1.55389085
0.17003993 1.57223695
0.16033928 1.58954684
0.14848073 1.60554029
0.13470278 1.61999103
0.11927890 1.63273605
0.10249128 1.64367225
0.08461167 1.65274499
0.06589095 1.65993358
0.04655615 1.66523774
0.02681240 1.66866680
0.00684761 1.67023211
-0.01316148 1.66994217
-0.03304278 1.66780027
-0.05262227 1.66380399
-0.07171750 1.65794680
-0.09013158 1.65022154
-0.10764807 1.64062655
-0.12402777 1.62917466
-0.13900913 1.61590536
-0.15231449 1.60089958
-0.16366443 1.58429465
-0.17280113 1.56629521
-0.17951792 1.54717388
-0.18368781 1.52725729
-0.18528078 1.50689804
-0.18436286 1.48644057
-0.18107741 1.46619174
-0.17561644 1.44640424
-0.16819160 1.42727434
-0.15901122 1.40895013
-0.14826539 1.39154543
-0.13611782 1.37515572
-0.12270263 1.35987440
-0.10812402 1.34580966
-0.09245833 1.33310265
-0.07575953 1.32194761
-0.05807179 1.31261218
-0.03945693 1.30544864
-0.02004493 1.30087263
-0.00010093 1.29927277
0.01994580 1.30084666
0.03958923 1.30546831
0.05841472 1.31273544
0.07618867 1.32215810
0.09282067 1.33331061
0.10828575 1.34587852
0.12256982 1.35964484
0.13564352 1.37446110
0.14745223 1.39022155
0.15791344 1.40684317
0.16691693 1.42425020
0.17432679 1.44236099
0.17998553 1.46107601
0.18372138 1.48026636
0.18536023 1.49976367
0.18474325 1.51935310
0.18174946 1.53877284
0.17631986 1.55772327
0.16847672 1.57588694
0.15833064 1.59295606
0.14607171 1.60866028
0.13194729 1.62278602
0.11623403 1.63518304
0.09921282 1.64575911
0.08115134 1.65446755
0.06229541 1.66129274
0.04286708 1.66623707
0.02306727 1.66931077
0.00308083 1.67052496
-0.01691732 1.66988727
-0.03675566 1.66739988
-0.05625949 1.66305943
-0.07524459 1.65685888
-0.09351126 1.64879152
-0.11083952 1.63885750
-0.12698642 1.62707337
-0.14168733 1.61348479
-0.15466344 1.59818150
-0.16563768 1.58131191
-0.17435942 1.56309261
-0.18063447 1.54380670
-0.18435220 1.52378711
-0.18550004 1.50338692
-0.18415909 1.48294526
-0.18048311 1.46275986
-0.17466921 1.44307306
-0.16692960 1.42407168
-0.15747008 1.40589656
-0.14647643 1.38865695
-0.13410732 1.37244652
-0.12049164 1.35735962
-0.10572860 1.34350823
-0.08989023 1.33104037
-0.07302758 1.32016051
-0.05518509 1.31114923
-0.03643111 1.30437140
-0.01691234 1.30024632
0.00308026 1.29914411
0.02309652 1.30121653
0.04263442 1.30628539
0.06130629 1.31392124
0.07890624 1.32363736
0.09535931 1.33502512
0.11064518 1.34778740
0.12474868 1.36172013
0.13763706 1.37668330
0.14925165 1.39257611
0.15950579 1.40931784
0.16828541 1.42683292
0.17545124 1.44503807
0.18084333 1.46383041
0.18428887 1.48307620
0.18561493 1.50260098
0.18466682 1.52218339
0.18133108 1.54155585
0.17555935 1.56041525
0.16738621 1.57844422
0.15693415 1.59533920
0.14440253 1.61083731
0.13004404 1.62473409
0.11413681 1.63688813
0.09696024 1.64721448
0.07877891 1.65567169
0.05983491 1.66224734
0.04034678 1.66694544
0.02051255 1.66977673
0.00051496 1.67075204
-0.01947231 1.66987838
-0.03927812 1.66715717
-0.05872735 1.66258443
-0.07763457 1.65615286
-0.09579826 1.64785615
-0.11299618 1.63769579
-0.12898306 1.62569102
-0.14349250 1.61189180
-0.15624536 1.59639389
-0.16696669 1.57935308
-0.17541127 1.56099367
-0.18139365 1.54160520
-0.18481427 1.52152403
-0.18567187 1.50110274
-0.18405701 1.48067636
-0.18012968 1.46053628
-0.17408971 1.44091794
-0.16614926 1.42200208
-0.15651220 1.40392496
-0.14536134 1.38679302
-0.13285201 1.37069891
-0.11910970 1.35573770
-0.10423043 1.34202389
-0.08828350 1.32971001
-0.07131827 1.31900709
-0.05337963 1.31020383
-0.03454060 1.30367247
-0.01495902 1.29983321
0.00505794 1.29904232
0.02504880 1.30142141
0.04451658 1.30676100
0.06309138 1.31461761
0.08058385 1.32450840
0.09692769 1.33603581
0.11210487 1.34891327
0.12609934 1.36294441
0.13887624 1.37799422
0.15037446 1.39396478
0.16050493 1.41077671
0.16915134 1.42835452
0.17617255 1.44661394
0.18140729 1.46545014
0.18468237 1.48472654
0.18582580 1.50426522
0.18468557 1.52384118
0.18115285 1.54318378
0.17518560 1.56198830
0.16682550 1.57993791
0.15620164 1.59673192
0.14351829 1.61211207
0.12903075 1.62587924
0.11301758 1.63789709
0.09575699 1.64808473

0.01000000 1.40000000
0.02941740 1.40623628
0.04624876 1.41769157
0.05955092 1.43282781
0.06890784 1.45040930
0.07397838 1.46948662
0.07436511 1.48914054
0.06972721 1.50827302
0.06004448 1.52555544
0.04586921 1.53961615
0.02831829 1.54937290
0.00878593 1.55421713
-0.01133155 1.55393314
-0.03070707 1.54853787
-0.04802231 1.53822980
-0.06193795 1.52349328
-0.07123727 1.50527634
-0.07515384 1.48502300
-0.07361641 1.46438211
-0.06711782 1.44480532
-0.05635254 1.42741636
-0.04197190 1.41317566
-0.02459438 1.40311623
-0.00507021 1.39841038
0.01513573 1.39995989
0.03405876 1.40758696
0.05013974 1.41999852
0.06263429 1.43573186
0.07118318 1.45366694
0.07544185 1.47291281
0.07501365 1.49255898
0.06959257 1.51149640
0.05923030 1.52840397
0.04455332 1.54196461
0.02670635 1.55118232
0.00705770 1.55552146
-0.01304403 1.55480478
-0.03231583 1.54906340
-0.04947602 1.53850137
-0.06322149 1.52360541
-0.07237535 1.50531613
-0.07620571 1.48505061
-0.07465514 1.46441589
-0.06820916 1.44482405
-0.05754729 1.42736836
-0.04330571 1.41298033
-0.02608019 1.40265836
-0.00666996 1.39754684
0.01354696 1.39857576
0.03266349 1.40567569
0.04909114 1.41764366
0.06204204 1.43303116
0.07115052 1.45071156
0.07608634 1.46980788
0.07646031 1.48945383
0.07193779 1.50860696
0.06248456 1.52600440
0.04860135 1.54033491
0.03132518 1.55054661
0.01196995 1.55602847
-0.00813794 1.55654686
-0.02774168 1.55209242
-0.04560211 1.54281280
-0.06045017 1.52908590
-0.07107438 1.51168479
-0.07659433 1.49186700
-0.07674572 1.47118706
-0.07186908 1.45111297
-0.06260372 1.43280471
-0.04959794 1.41719445
-0.03342870 1.40520709
-0.01475278 1.39791825
0.00534619 1.39640416
0.02514847 1.40107763
0.04286066 1.41114572
0.05740000 1.42517810
0.06829714 1.44192350
0.07524204 1.46045014
0.07787464 1.47994157
0.07581317 1.49948195
0.06884037 1.51793730
0.05716052 1.53401533
0.04153615 1.54652170
0.02314744 1.55462881
0.00330350 1.55793125
-0.01673644 1.55631664
-0.03576740 1.54984078
-0.05257185 1.53872107
-0.06591268 1.52345579
-0.07469111 1.50498106
-0.07824937 1.48467113
-0.07656737 1.46405614
-0.07012430 1.44447030
-0.05957336 1.42694629
-0.04552206 1.41236254
-0.02852771 1.40165763
-0.00930959 1.39592273
0.01089599 1.39611499
0.03029618 1.40232872
0.04727657 1.41352375
0.06097838 1.42829257
0.07101977 1.44550122
0.07709419 1.46429214
0.07883288 1.48386761
0.07587102 1.50329731
0.06805068 1.52143235
0.05566403 1.53700297
0.03954200 1.54888715
0.02087633 1.55634551
0.00094344 1.55903567
-0.01904020 1.55687557
-0.03790416 1.54993409
-0.05445831 1.53844010
-0.06749663 1.52290698
-0.07596398 1.50428098
-0.07925173 1.48392452
-0.07737251 1.46333099
-0.07081106 1.44379113
-0.06020920 1.42630343
-0.04615924 1.41172113
-0.02920204 1.40095939
-0.01003082 1.39508675
0.01016435 1.39505668
0.02963862 1.40100348
0.04678694 1.41194233
0.06073597 1.42649068
0.07110007 1.44352021
0.07758177 1.46218394
0.07982242 1.48171056
0.07745208 1.50121321
0.07027462 1.51959248
0.05850675 1.53560760
0.04289325 1.54812305
0.02456541 1.55635458
0.00477109 1.55991477
-0.01529145 1.55869082
-0.03447903 1.55272450
-0.05163881 1.54219740
-0.06558787 1.52753248
-0.07523488 1.50954642
-0.07985170 1.48948916
-0.07929918 1.46882480
-0.07396195 1.44888802
-0.06445669 1.43072322
-0.05138649 1.41517979
-0.03528105 1.40311336
-0.01673341 1.39552942
0.00328831 1.39346425
0.02321730 1.39740195
0.04133210 1.40671299
0.05651985 1.42007258
0.06828801 1.43625743
0.07634519 1.45435985
0.08036461 1.47362686
0.07996879 1.49325785
0.07486197 1.51226667
0.06505532 1.52947524
0.05105389 1.54369039
0.03382815 1.55397216
0.01457722 1.55977491
-0.00549709 1.56088293
-0.02526076 1.55727384
-0.04360220 1.54904939
-0.05937653 1.53648080
-0.07144241 1.52014505
-0.07885772 1.50104595
-0.08115739 1.48054327
-0.07846178 1.46005083
-0.07128735 1.44075261
-0.06025411 1.42356506
-0.04591847 1.40929393
-0.02879314 1.39882516
-0.00955286 1.39319477
0.01063938 1.39330979
0.03009952 1.39927305
0.04729336 1.41012322
0.06138536 1.42452871
0.07200520 1.44140271
0.07886946 1.45993336
0.08163365 1.47939291
0.07992831 1.49895554
0.07352127 1.51759466
0.06254303 1.53412632
0.04762382 1.54742275
0.02979862 1.55665935
0.01025718 1.56139539
-0.00984164 1.56147709
-0.02940226 1.55691136
-0.04733585 1.54782244
-0.06251611 1.53451800
-0.07384073 1.51762989
-0.08044654 1.49821162
-0.08197055 1.47762749
-0.07860912 1.45724163
-0.07090177 1.43817125
-0.05945502 1.42128532
-0.04480353 1.40736960
-0.02744989 1.39730672
-0.00808131 1.39212235
0.01211457 1.39267335
0.03146685 1.39898036
0.04850911 1.41004520
0.06246356 1.42456370
0.07298118 1.44148829
0.07978338 1.46003441
0.08252831 1.47949298
0.08084984 1.49905568
0.07451584 1.51771676
0.06364689 1.53431520
0.04885081 1.54774088
0.03113419 1.55717530
0.01166081 1.56217468
-0.00843288 1.56257900
-0.02807448 1.55838735
-0.04620238 1.54970927
-0.06171739 1.53682102
-0.07352860 1.52029895
-0.08074729 1.50112740
-0.08294708 1.48062048
-0.08025692 1.46013399
-0.07317872 1.44080192
-0.06231229 1.42350170
-0.04819502 1.40899978
-0.03131151 1.39813328
-0.01227283 1.39189308
0.00787558 1.39120535
0.02755398 1.39631100
0.04521333 1.40640302
0.05994595 1.42019635
0.07135288 1.43659047
0.07916526 1.45477218
0.08306366 1.47404990
0.08268050 1.49367383
0.07772604 1.51271573
0.06819447 1.53006556
0.05453634 1.54459099
0.03764113 1.55538282
0.01862700 1.56189442
-0.00137394 1.56389431
-0.02129567 1.56133944
-0.04010477 1.55429644
-0.05674069 1.54296063
-0.07011626 1.52776484
-0.07925000 1.50951178
-0.08351548 1.48938577
-0.08282487 1.46873989
-0.07755376 1.44879534
-0.06828060 1.43050745
-0.05556892 1.41464916
-0.03990391 1.40198806
-0.02179101 1.39342956
-0.00201231 1.38997188
0.01810991 1.39226684
0.03693648 1.40001042
0.05323447 1.41206450
0.06641286 1.42721038

0.01000000 1.50000000
-0.01115349 1.50069985
-0.02612141 1.48521702
-0.02595343 1.46336058
-0.01208069 1.44740262
0.00883834 1.44516350
0.02593668 1.45820282
0.03138044 1.47817762
0.02443053 1.49724418
0.00723394 1.50846894
-0.01345963 1.50696294
-0.02920872 1.49306786
-0.03374902 1.47214028
-0.02609321 1.45237300
-0.00937683 1.44024951
0.01146217 1.44041222
0.02841349 1.45306116
0.03603623 1.47214581
0.03327420 1.49207502
0.02054183 1.50778020
0.00115683 1.51438532
-0.01889244 1.50968631
-0.03351272 1.49483897
-0.03821012 1.47416397
-0.03217001 1.45394947
-0.01758551 1.43938053
0.00231623 1.43444625
0.02207369 1.44140415
0.03550517 1.45725295
0.04022492 1.47691959
0.03565595 1.49638364
0.02228589 1.51146592
0.00305993 1.51824511
-0.01714133 1.51492713
-0.03332647 1.50212447
-0.04134776 1.48273331
-0.03945291 1.46171693
-0.02878694 1.44390132
-0.01160620 1.43291241
0.00890724 1.43186223
0.02744338 1.44146319
0.03947204 1.45814141
0.04350099 1.47782998
0.03900145 1.49723977
0.02629632 1.51279030
0.00773438 1.52102072
-0.01263367 1.52009897
-0.03051332 1.51010992
-0.04202394 1.49283345
-0.04464757 1.47197180
-0.03838604 1.45201642
-0.02488596 1.43655146
-0.00623651 1.42850770
0.01427095 1.43033636
0.03171846 1.44162187
0.04276765 1.45878873
0.04635505 1.47847611
0.04197304 1.49786370
0.02983317 1.51379102
0.01187379 1.52313423
-0.00843810 1.52407294
-0.02732401 1.51639689
-0.04123943 1.50122241
-0.04739360 1.48125778
-0.04490994 1.46044376
-0.03483106 1.44237719
-0.01883379 1.42981289
0.00097606 1.42530349
0.02098115 1.43044819
0.03685817 1.44365750
0.04638389 1.46153426
0.04880226 1.48131016
0.04365209 1.50047688
0.03120254 1.51614345
0.01329209 1.52551814
-0.00695179 1.52698400
-0.02615278 1.52029187
-0.04110471 1.50627548
-0.04909261 1.48708799
-0.04887383 1.46615267
-0.04105661 1.44691577
-0.02707973 1.43202571
-0.00858648 1.42381755
0.01185517 1.42439408
0.03026517 1.43381910
0.04349743 1.44940544
0.05036836 1.46825257
0.05030647 1.48808515
0.04297677 1.50653409
0.02896871 1.52087510
0.01034330 1.52874565
-0.00992859 1.52896565
-0.02880568 1.52147443
-0.04339622 1.50711522
-0.05125321 1.48791194
-0.05125991 1.46701089
-0.04395715 1.44758060
-0.03065091 1.43206877
-0.01278738 1.42261105
0.00751695 1.42127500
0.02676600 1.42869250
0.04164800 1.44280152
0.05070346 1.46079249
0.05332602 1.48047944
0.04904901 1.49980438
0.03793565 1.51635018
0.02127380 1.52765083
0.00152022 1.53204620
-0.01850413 1.52898934
-0.03606639 1.51876398
-0.04858617 1.50249497
-0.05410338 1.48245173
-0.05208103 1.46168596
-0.04332601 1.44296099
-0.02909220 1.42840320
-0.01074345 1.41999130
0.00960993 1.41960119
0.02861026 1.42757215
0.04329604 1.44181891
0.05239581 1.45975391
0.05534148 1.47937834
0.05166233 1.49880428
0.04132658 1.51580369
0.02538516 1.52803486
0.00601650 1.53380797
-0.01417159 1.53245266
-0.03262880 1.52407466
-0.04690414 1.50946543
-0.05490303 1.49039206
-0.05562041 1.46955986
-0.04944592 1.44974470
-0.03748246 1.43312225
-0.02092180 1.42152617
-0.00126577 1.41684411
0.01890178 1.42038874
0.03630709 1.43134042
0.04889734 1.44726290
0.05589259 1.46597165
0.05678907 1.48572974
0.05118816 1.50469597
0.03928396 1.52068656
0.02237335 1.53158575
0.00266273 1.53603367
-0.01740557 1.53357775
-0.03547179 1.52440653
-0.04925736 1.50933742
-0.05684560 1.49010708
-0.05736627 1.46928912
-0.05122755 1.44947943
-0.03947417 1.43271032
-0.02321582 1.42069534
-0.00379953 1.41521841
0.01647298 1.41766475
0.03449026 1.42755775
0.04808261 1.44268586
0.05639100 1.46089669
0.05892079 1.48052786
0.05522205 1.49992217
0.04523812 1.51709599
0.02984604 1.52995083
0.01090969 1.53691344
-0.00928984 1.53727550
-0.02850530 1.53099787
-0.04455874 1.51855401
-0.05541055 1.50112982
-0.05965965 1.48081903
-0.05709602 1.46017821
-0.04848379 1.44143203
-0.03486792 1.42630298
-0.01731059 1.41641086
0.00268864 1.41344402
0.02258319 1.41829790
0.03951346 1.42985893
0.05185632 1.44589326
0.05897017 1.46451798
0.06038359 1.48422275
0.05568289 1.50339789
0.04491342 1.52011060
0.02904946 1.53239546
0.00993953 1.53885284
-0.01025156 1.53888544
-0.02941207 1.53248362
-0.04548699 1.52009620
-0.05653616 1.50282784
-0.06119135 1.48263437
-0.05918658 1.46194159
-0.05120620 1.44290079
-0.03824100 1.42717268
-0.02127685 1.41627789
-0.00160257 1.41184421
0.01856330 1.41500205
0.03640955 1.42511332
0.05007240 1.44012620
0.05880144 1.45812037
0.06213776 1.47762015
0.05962907 1.49717702
0.05109163 1.51505307
0.03708900 1.52931855
0.01910669 1.53836945
-0.00085406 1.54133501
-0.02075554 1.53799303
-0.03863516 1.52855146
-0.05256513 1.51369711
-0.06087094 1.49485395
-0.06267747 1.47416982
-0.05818446 1.45391939
-0.04823939 1.43594176
-0.03378705 1.42170918
-0.01579357 1.41270456
